,raceethnicity,age,gender,month,city,state,classification,lawenforcementagency,armed
2191,0,39,0,12,1150,37,3,1195,0
2192,1,36,0,12,97,1,1,100,1
2194,1,48,0,12,172,35,1,996,4
2195,2,33,0,12,778,5,1,9,1
2196,1,72,0,12,41,25,1,962,1
2197,1,37,0,12,938,4,1,865,1
2198,0,20,0,12,9,5,1,48,1
2203,1,26,0,12,1151,44,1,1196,2
2204,2,31,0,12,970,25,1,1012,3
2205,1,25,0,12,1152,25,1,1197,1
2206,1,46,0,12,1153,23,1,1198,5
2207,1,25,0,12,876,15,1,1,1
2208,1,27,0,12,1154,39,1,1199,1
2209,0,24,0,12,1155,5,1,414,1
2210,2,30,0,12,8,5,1,1151,4
2212,0,19,0,12,1156,31,1,526,1
2214,2,30,0,12,564,5,1,584,0
2217,1,53,1,12,1157,30,1,593,4
2218,3,48,0,12,1158,5,1,9,3
2219,1,38,0,12,396,11,0,816,0
2220,1,61,0,12,1159,30,1,1032,1
2221,0,29,0,12,171,43,1,642,4
2223,1,30,0,12,1160,1,1,652,1
2224,1,35,0,12,1161,5,1,1200,1
2225,1,71,1,12,1162,11,1,1201,1
2226,2,41,0,12,1163,10,1,1202,4
2227,1,36,0,12,1164,11,1,523,1
2228,1,34,0,12,1165,26,1,1203,3
2229,4,19,0,12,1166,48,1,1204,1
2231,1,34,0,12,1167,30,3,873,0
2232,0,52,0,12,1168,31,1,1205,1
2233,1,31,0,12,68,6,1,69,4
2234,0,21,0,12,259,30,1,262,6
2235,1,46,0,12,1169,30,1,613,4
2237,1,34,0,12,1170,30,1,794,1
2238,1,33,0,12,1171,19,1,1206,0
